,chr,start,end,strand_1,five_prime,three_prime,clusterID_5p,clusterID_3p,start_match,end_match,start_diff,end_diff,fivep_diff,threep_diff,strand,verdict,gene,ensemblID,transcripts,constitutive.score,numTags,tags,relStart,relEnd,relStartTag,relEndTag,relStartTagClass,relEndTagClass,relStartTagAlt,relEndTagAlt,startClass,endClass,startDistance,endDistance,numTags_skipping,tags_skipping,curTag_skipping,relStartExon_skipping,relEndExon_skipping
2804,chr21,46246886,46254391,-,46254391,46246886,clu_2709,clu_2708,46246886,46254391,0,0,0,0,-,novel annotated pair,MCM3AP,ENSG00000154719.13,ENST00000291688.6+ENST00000397708.1,1.0,2,"basic|appris_principal_1|CCDS, basic|MANE_Select|appris_principal_1|CCDS",48.0,47.0,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,appris_principal_1,appris_principal_1,,,main,main,0.0,0.0,2,"basic|appris_principal_1|CCDS, basic|MANE_Select|appris_principal_1|CCDS",basic|appris_principal_1|CCDS,21.0,20.0
2953,chr21,46246886,46252406,-,46252406,46246886,clu_2708,clu_2708,46246886,46252429,0,-23,23,0,-,cryptic_fiveprime,MCM3AP,ENSG00000198862.14,.,,2,"basic|appris_principal_1|CCDS, basic|MANE_Select|appris_principal_1|CCDS",48.0,48.0,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,appris_principal_1,appris_principal_1,,,main,not_main_5_prime,0.0,878.0,2,"basic|appris_principal_1|CCDS, basic|MANE_Select|appris_principal_1|CCDS",basic|appris_principal_1|CCDS,21.0,21.0
3014,chr21,46280137,46280496,-,46280496,46280137,clu_2726,clu_2734,46280137,46280496,0,0,0,0,-,annotated,MCM3AP,ENSG00000156304.14,ENST00000291688.6+ENST00000397708.1,1.0,2,"basic|appris_principal_1|CCDS, basic|MANE_Select|appris_principal_1|CCDS",31.0,31.0,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,appris_principal_1,appris_principal_1,,,main,main,0.0,0.0,2,"basic|appris_principal_1|CCDS, basic|MANE_Select|appris_principal_1|CCDS",basic|appris_principal_1|CCDS,4.0,4.0
3040,chr21,46285394,46285802,-,46285802,46285394,clu_2731,clu_2739,46285394,46286150,0,-348,348,0,-,cryptic_fiveprime,MCM3AP,ENSG00000141956.13,.,,2,"basic|appris_principal_1|CCDS, basic|MANE_Select|appris_principal_1|CCDS",28.0,28.0,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,appris_principal_1,appris_principal_1,,,main,not_main_5_prime,0.0,-348.0,2,"basic|appris_principal_1|CCDS, basic|MANE_Select|appris_principal_1|CCDS",basic|appris_principal_1|CCDS,1.0,1.0
3042,chr21,46264217,46265320,-,46265320,46264217,clu_2717,clu_2725,46264217,46265320,0,0,0,0,-,annotated,MCM3AP,ENSG00000182670.13,ENST00000291688.6+ENST00000397708.1,1.0,2,"basic|appris_principal_1|CCDS, basic|MANE_Select|appris_principal_1|CCDS",40.0,40.0,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,appris_principal_1,appris_principal_1,,,main,main,0.0,0.0,2,"basic|appris_principal_1|CCDS, basic|MANE_Select|appris_principal_1|CCDS",basic|appris_principal_1|CCDS,13.0,13.0
3087,chr21,46272829,46273387,-,46273387,46272829,clu_2722,clu_2730,46272829,46273387,0,0,0,0,-,annotated,MCM3AP,ENSG00000205758.12,ENST00000291688.6+ENST00000397708.1,1.0,2,"basic|appris_principal_1|CCDS, basic|MANE_Select|appris_principal_1|CCDS",35.0,35.0,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,appris_principal_1,appris_principal_1,,,main,main,0.0,0.0,2,"basic|appris_principal_1|CCDS, basic|MANE_Select|appris_principal_1|CCDS",basic|appris_principal_1|CCDS,8.0,8.0
3187,chr21,46285394,46285698,-,46285698,46285394,clu_2730,clu_2739,46285394,46286150,0,-452,452,0,-,cryptic_fiveprime,MCM3AP,ENSG00000159086.15,.,,2,"basic|appris_principal_1|CCDS, basic|MANE_Select|appris_principal_1|CCDS",28.0,28.0,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,appris_principal_1,appris_principal_1,,,main,not_main_5_prime,0.0,-452.0,2,"basic|appris_principal_1|CCDS, basic|MANE_Select|appris_principal_1|CCDS",basic|appris_principal_1|CCDS,1.0,1.0
3213,chr21,46273585,46275185,-,46275185,46273585,clu_2723,clu_2731,46273585,46275185,0,0,0,0,-,annotated,MCM3AP,ENSG00000205758.12,ENST00000291688.6+ENST00000397708.1,1.0,2,"basic|appris_principal_1|CCDS, basic|MANE_Select|appris_principal_1|CCDS",34.0,34.0,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,appris_principal_1,appris_principal_1,,,main,main,0.0,0.0,2,"basic|appris_principal_1|CCDS, basic|MANE_Select|appris_principal_1|CCDS",basic|appris_principal_1|CCDS,7.0,7.0
3241,chr21,46246886,46251528,-,46251528,46246886,clu_2707,clu_2708,46246886,46251528,0,0,0,0,-,annotated,MCM3AP,.,ENST00000291688.6+ENST00000397708.1,1.0,2,"basic|appris_principal_1|CCDS, basic|MANE_Select|appris_principal_1|CCDS",48.0,48.0,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,appris_principal_1,appris_principal_1,,,main,main,0.0,0.0,2,"basic|appris_principal_1|CCDS, basic|MANE_Select|appris_principal_1|CCDS",basic|appris_principal_1|CCDS,21.0,21.0
3258,chr21,46243722,46244806,-,46244806,46243722,clu_2702,clu_2704,46243722,46244806,0,0,0,0,-,annotated,MCM3AP,.,ENST00000291688.6+ENST00000397708.1,1.0,2,"basic|appris_principal_1|CCDS, basic|MANE_Select|appris_principal_1|CCDS",51.0,51.0,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,appris_principal_1,appris_principal_1,,,main,main,0.0,0.0,2,"basic|appris_principal_1|CCDS, basic|MANE_Select|appris_principal_1|CCDS",basic|appris_principal_1|CCDS,24.0,24.0
3405,chr21,46242931,46243464,-,46243464,46242931,clu_2700,clu_2701,46242931,46243464,0,0,0,0,-,annotated,MCM3AP,ENSG00000142188.17,ENST00000291688.6+ENST00000397708.1,1.0,2,"basic|appris_principal_1|CCDS, basic|MANE_Select|appris_principal_1|CCDS",52.0,52.0,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,appris_principal_1,appris_principal_1,,,main,main,0.0,0.0,2,"basic|appris_principal_1|CCDS, basic|MANE_Select|appris_principal_1|CCDS",basic|appris_principal_1|CCDS,25.0,25.0
3430,chr21,46261376,46264116,-,46264116,46261376,clu_2716,clu_2723,46261411,46264116,-35,0,0,35,-,cryptic_threeprime,MCM3AP,ENSG00000235888.3,.,0.0,2,"basic|appris_principal_1|CCDS, basic|MANE_Select|appris_principal_1|CCDS",41.0,41.0,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,appris_principal_1,appris_principal_1,,,not_main_3_prime,main,-35.0,0.0,2,"basic|appris_principal_1|CCDS, basic|MANE_Select|appris_principal_1|CCDS",basic|appris_principal_1|CCDS,14.0,14.0
3437,chr21,46246404,46246627,-,46246627,46246404,clu_2705,clu_2707,46246404,46246627,0,0,0,0,-,annotated,MCM3AP,.,ENST00000291688.6+ENST00000397708.1,1.0,2,"basic|appris_principal_1|CCDS, basic|MANE_Select|appris_principal_1|CCDS",49.0,49.0,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,appris_principal_1,appris_principal_1,,,main,main,0.0,0.0,2,"basic|appris_principal_1|CCDS, basic|MANE_Select|appris_principal_1|CCDS",basic|appris_principal_1|CCDS,22.0,22.0
3583,chr21,46260906,46261279,-,46261279,46260906,clu_2715,clu_2722,46260906,46261279,0,0,0,0,-,annotated,MCM3AP,.,ENST00000291688.6+ENST00000397708.1,1.0,2,"basic|appris_principal_1|CCDS, basic|MANE_Select|appris_principal_1|CCDS",42.0,42.0,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,appris_principal_1,appris_principal_1,,,main,main,0.0,0.0,2,"basic|appris_principal_1|CCDS, basic|MANE_Select|appris_principal_1|CCDS",basic|appris_principal_1|CCDS,15.0,15.0
3610,chr21,46235426,46236828,-,46236828,46235426,clu_2692,clu_2687,46235426,46236828,0,0,0,0,-,annotated,MCM3AP,.,ENST00000291688.6+ENST00000397708.1,1.0,2,"basic|appris_principal_1|CCDS, basic|MANE_Select|appris_principal_1|CCDS",55.0,55.0,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,appris_principal_1,appris_principal_1,,,main,main,0.0,0.0,2,"basic|appris_principal_1|CCDS, basic|MANE_Select|appris_principal_1|CCDS",basic|appris_principal_1|CCDS,28.0,28.0
3672,chr21,46246404,46251528,-,46251528,46246404,clu_2707,clu_2707,46246404,46251528,0,0,0,0,-,novel annotated pair,MCM3AP,.,ENST00000291688.6+ENST00000397708.1,1.0,2,"basic|appris_principal_1|CCDS, basic|MANE_Select|appris_principal_1|CCDS",49.0,48.0,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,appris_principal_1,appris_principal_1,,,main,main,0.0,0.0,2,"basic|appris_principal_1|CCDS, basic|MANE_Select|appris_principal_1|CCDS",basic|appris_principal_1|CCDS,22.0,21.0
3675,chr21,46259091,46260792,-,46260792,46259091,clu_2714,clu_2721,46259091,46260792,0,0,0,0,-,annotated,MCM3AP,.,ENST00000291688.6+ENST00000397708.1,1.0,2,"basic|appris_principal_1|CCDS, basic|MANE_Select|appris_principal_1|CCDS",43.0,43.0,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,appris_principal_1,appris_principal_1,,,main,main,0.0,0.0,2,"basic|appris_principal_1|CCDS, basic|MANE_Select|appris_principal_1|CCDS",basic|appris_principal_1|CCDS,16.0,16.0
3723,chr21,46254526,46254775,-,46254775,46254526,clu_2710,clu_2716,46254526,46254775,0,0,0,0,-,annotated,MCM3AP,.,ENST00000291688.6+ENST00000397708.1,1.0,2,"basic|appris_principal_1|CCDS, basic|MANE_Select|appris_principal_1|CCDS",46.0,46.0,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,appris_principal_1,appris_principal_1,,,main,main,0.0,0.0,2,"basic|appris_principal_1|CCDS, basic|MANE_Select|appris_principal_1|CCDS",basic|appris_principal_1|CCDS,19.0,19.0
3781,chr21,46266166,46266981,-,46266981,46266166,clu_2719,clu_2727,46266166,46266981,0,0,0,0,-,annotated,MCM3AP,.,ENST00000291688.6+ENST00000397708.1,1.0,2,"basic|appris_principal_1|CCDS, basic|MANE_Select|appris_principal_1|CCDS",38.0,38.0,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,appris_principal_1,appris_principal_1,,,main,main,0.0,0.0,2,"basic|appris_principal_1|CCDS, basic|MANE_Select|appris_principal_1|CCDS",basic|appris_principal_1|CCDS,11.0,11.0
3805,chr21,46280575,46283614,-,46283614,46280575,clu_2727,clu_2735,46280575,46283614,0,0,0,0,-,annotated,MCM3AP,.,ENST00000291688.6+ENST00000397708.1,1.0,2,"basic|appris_principal_1|CCDS, basic|MANE_Select|appris_principal_1|CCDS",30.0,30.0,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,appris_principal_1,appris_principal_1,,,main,main,0.0,0.0,2,"basic|appris_principal_1|CCDS, basic|MANE_Select|appris_principal_1|CCDS",basic|appris_principal_1|CCDS,3.0,3.0
3817,chr21,46267142,46270400,-,46270400,46267142,clu_2720,clu_2728,46267142,46270400,0,0,0,0,-,annotated,MCM3AP,.,ENST00000291688.6+ENST00000397708.1,1.0,2,"basic|appris_principal_1|CCDS, basic|MANE_Select|appris_principal_1|CCDS",37.0,37.0,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,appris_principal_1,appris_principal_1,,,main,main,0.0,0.0,2,"basic|appris_principal_1|CCDS, basic|MANE_Select|appris_principal_1|CCDS",basic|appris_principal_1|CCDS,10.0,10.0
3901,chr21,46236894,46240810,-,46240810,46236894,clu_2694,clu_2690,46236979,46240810,-85,0,0,85,-,cryptic_threeprime,MCM3AP,.,.,0.0,2,"basic|appris_principal_1|CCDS, basic|MANE_Select|appris_principal_1|CCDS",54.0,54.0,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,appris_principal_1,appris_principal_1,,,not_main_3_prime,main,-85.0,0.0,2,"basic|appris_principal_1|CCDS, basic|MANE_Select|appris_principal_1|CCDS",basic|appris_principal_1|CCDS,27.0,27.0
3973,chr21,46236979,46240810,-,46240810,46236979,clu_2694,clu_2691,46236979,46240810,0,0,0,0,-,annotated,MCM3AP,.,ENST00000291688.6+ENST00000397708.1,1.0,2,"basic|appris_principal_1|CCDS, basic|MANE_Select|appris_principal_1|CCDS",54.0,54.0,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,appris_principal_1,appris_principal_1,,,main,main,0.0,0.0,2,"basic|appris_principal_1|CCDS, basic|MANE_Select|appris_principal_1|CCDS",basic|appris_principal_1|CCDS,27.0,27.0
3980,chr21,46240821,46244806,-,46244806,46240821,clu_2702,clu_2694,46241017,46244806,-196,0,0,196,-,cryptic_threeprime,MCM3AP,.,.,0.0,2,"basic|appris_principal_1|CCDS, basic|MANE_Select|appris_principal_1|CCDS",53.0,51.0,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,appris_principal_1,appris_principal_1,,,not_main_3_prime,main,-196.0,0.0,2,"basic|appris_principal_1|CCDS, basic|MANE_Select|appris_principal_1|CCDS",basic|appris_principal_1|CCDS,26.0,24.0
4019,chr21,46283838,46284067,-,46284067,46283838,clu_2728,clu_2736,46283838,46284067,0,0,0,0,-,annotated,MCM3AP,.,ENST00000291688.6+ENST00000397708.1,1.0,2,"basic|appris_principal_1|CCDS, basic|MANE_Select|appris_principal_1|CCDS",29.0,29.0,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,appris_principal_1,appris_principal_1,,,main,main,0.0,0.0,2,"basic|appris_principal_1|CCDS, basic|MANE_Select|appris_principal_1|CCDS",basic|appris_principal_1|CCDS,2.0,2.0
4181,chr21,46241017,46242801,-,46242801,46241017,clu_2698,clu_2697,46241017,46242801,0,0,0,0,-,annotated,MCM3AP,.,ENST00000291688.6+ENST00000397708.1,1.0,2,"basic|appris_principal_1|CCDS, basic|MANE_Select|appris_principal_1|CCDS",53.0,53.0,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,appris_principal_1,appris_principal_1,,,main,main,0.0,0.0,2,"basic|appris_principal_1|CCDS, basic|MANE_Select|appris_principal_1|CCDS",basic|appris_principal_1|CCDS,26.0,26.0
4182,chr21,46252680,46254391,-,46254391,46252680,clu_2709,clu_2714,46252121,46254391,559,0,0,-559,-,cryptic_threeprime,MCM3AP,ENSG00000154719.13,.,0.0,2,"basic|appris_principal_1|CCDS, basic|MANE_Select|appris_principal_1|CCDS",47.0,47.0,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,appris_principal_1,appris_principal_1,,,not_main_3_prime,main,998.0,0.0,2,"basic|appris_principal_1|CCDS, basic|MANE_Select|appris_principal_1|CCDS",basic|appris_principal_1|CCDS,20.0,20.0
4267,chr21,46254844,46256788,-,46256788,46254844,clu_2711,clu_2717,46254844,46256788,0,0,0,0,-,annotated,MCM3AP,.,ENST00000291688.6+ENST00000397708.1,1.0,2,"basic|appris_principal_1|CCDS, basic|MANE_Select|appris_principal_1|CCDS",45.0,45.0,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,appris_principal_1,appris_principal_1,,,main,main,0.0,0.0,2,"basic|appris_principal_1|CCDS, basic|MANE_Select|appris_principal_1|CCDS",basic|appris_principal_1|CCDS,18.0,18.0
4275,chr21,46283838,46286150,-,46286150,46283838,clu_2732,clu_2736,46283838,46286150,0,0,0,0,-,novel annotated pair,MCM3AP,ENSG00000229425.3,ENST00000397708.1,1.0,2,"basic|appris_principal_1|CCDS, basic|MANE_Select|appris_principal_1|CCDS",29.0,28.0,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,appris_principal_1,appris_principal_1,,,main,main,0.0,0.0,2,"basic|appris_principal_1|CCDS, basic|MANE_Select|appris_principal_1|CCDS",basic|appris_principal_1|CCDS,2.0,1.0
4363,chr21,46235446,46236828,-,46236828,46235446,clu_2692,clu_2688,46235426,46236828,20,0,0,-20,-,cryptic_threeprime,MCM3AP,.,.,0.0,2,"basic|appris_principal_1|CCDS, basic|MANE_Select|appris_principal_1|CCDS",55.0,55.0,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,appris_principal_1,appris_principal_1,,,not_main_3_prime,main,20.0,0.0,2,"basic|appris_principal_1|CCDS, basic|MANE_Select|appris_principal_1|CCDS",basic|appris_principal_1|CCDS,28.0,28.0
4506,chr21,46251682,46254391,-,46254391,46251682,clu_2709,clu_2713,46251682,46254391,0,0,0,0,-,annotated,MCM3AP,ENSG00000173638.19,ENST00000291688.6+ENST00000397708.1,1.0,2,"basic|appris_principal_1|CCDS, basic|MANE_Select|appris_principal_1|CCDS",47.0,47.0,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,appris_principal_1,appris_principal_1,,,main,main,0.0,0.0,2,"basic|appris_principal_1|CCDS, basic|MANE_Select|appris_principal_1|CCDS",basic|appris_principal_1|CCDS,20.0,20.0
4537,chr21,46245197,46246306,-,46246306,46245197,clu_2703,clu_2706,46245197,46246306,0,0,0,0,-,annotated,MCM3AP,.,ENST00000291688.6+ENST00000397708.1,1.0,2,"basic|appris_principal_1|CCDS, basic|MANE_Select|appris_principal_1|CCDS",50.0,50.0,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,appris_principal_1,appris_principal_1,,,main,main,0.0,0.0,2,"basic|appris_principal_1|CCDS, basic|MANE_Select|appris_principal_1|CCDS",basic|appris_principal_1|CCDS,23.0,23.0
3335,chr21,25389082,25407225,-,25407225,25389082,clu_198,clu_201,25389082,25399216,0,8009,-8009,0,-,cryptic_fiveprime,LINC00158,.,.,,0,,,,,,,,,,,,,,0,,,,
3625,chr21,25386338,25388913,-,25388913,25386338,clu_197,clu_200,25386338,25388913,0,0,0,0,-,annotated,LINC00158,.,ENST00000659748.1+ENST00000670098.1,1.0,0,,,,,,,,,,,,,,0,,,,
208,chr21,42437580,42440600,+,42437580,42440600,clu_1870,clu_1900,42437580,42442451,0,-1851,0,-1851,+,cryptic_threeprime,UBASH3A,ENSG00000182670.13,.,0.0,1,basic|appris_principal_1|CCDS,10.0,10.0,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,appris_principal_1,appris_principal_1,,,main,not_main_3_prime,0.0,-1851.0,1,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,10.0,10.0
311,chr21,42413222,42418400,+,42413222,42418400,clu_1861,clu_1892,42413222,42418400,0,0,0,0,+,novel annotated pair,UBASH3A,ENSG00000154727.10,ENST00000291535.11+ENST00000319294.11+ENST00000398367.1,1.0,1,basic|appris_principal_1|CCDS,4.0,5.0,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,appris_principal_1,appris_principal_1,,,main,main,0.0,0.0,1,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,4.0,5.0
346,chr21,42413222,42413440,+,42413222,42413440,clu_1861,clu_1890,42413222,42413409,0,31,0,31,+,cryptic_threeprime,UBASH3A,ENSG00000185437.13,.,0.0,1,basic|appris_principal_1|CCDS,4.0,3.0,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,appris_principal_1,appris_principal_1,,,main,not_main_3_prime,0.0,417.0,1,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,4.0,3.0
404,chr21,42406361,42409421,+,42406361,42409421,clu_1858,clu_1887,42406361,42409421,0,0,0,0,+,annotated,UBASH3A,ENSG00000156273.16,ENST00000291535.11+ENST00000319294.11+ENST00000398367.1,1.0,1,basic|appris_principal_1|CCDS,2.0,2.0,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,appris_principal_1,appris_principal_1,,,main,main,0.0,0.0,1,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,2.0,2.0
464,chr21,42443418,42444533,+,42443418,42444533,clu_1874,clu_1905,42443418,42444533,0,0,0,0,+,annotated,UBASH3A,ENSG00000156265.15,ENST00000291535.11+ENST00000319294.11,1.0,1,basic|appris_principal_1|CCDS,12.0,12.0,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,appris_principal_1,appris_principal_1,,,main,main,0.0,0.0,1,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,12.0,12.0
466,chr21,42441860,42442451,+,42441860,42442451,clu_1872,clu_1902,42442596,42442451,-736,0,-736,0,+,cryptic_fiveprime,UBASH3A,ENSG00000159259.8,.,,1,basic|appris_principal_1|CCDS,11.0,10.0,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,appris_principal_1,appris_principal_1,,,not_main_5_prime,main,-736.0,0.0,1,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,11.0,10.0
702,chr21,42416611,42418400,+,42416611,42418400,clu_1863,clu_1892,42416611,42418400,0,0,0,0,+,annotated,UBASH3A,ENSG00000215424.10,ENST00000291535.11+ENST00000319294.11+ENST00000398367.1,1.0,1,basic|appris_principal_1|CCDS,5.0,5.0,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,appris_principal_1,appris_principal_1,,,main,main,0.0,0.0,1,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,5.0,5.0
773,chr21,42432202,42434831,+,42432202,42434831,clu_1867,clu_1897,42432202,42434831,0,0,0,0,+,annotated,UBASH3A,ENSG00000159256.13,ENST00000291535.11+ENST00000319294.11+ENST00000398367.1,1.0,1,basic|appris_principal_1|CCDS,8.0,8.0,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,appris_principal_1,appris_principal_1,,,main,main,0.0,0.0,1,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,8.0,8.0
836,chr21,42418436,42442451,+,42418436,42442451,clu_1864,clu_1902,42418609,42442451,-173,0,-173,0,+,cryptic_fiveprime,UBASH3A,ENSG00000182670.13,.,,1,basic|appris_principal_1|CCDS,6.0,10.0,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,appris_principal_1,appris_principal_1,,,not_main_5_prime,main,-173.0,0.0,1,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,6.0,10.0
920,chr21,42413523,42416441,+,42413523,42416441,clu_1862,clu_1891,42413523,42416441,0,0,0,0,+,annotated,UBASH3A,ENSG00000182362.14,ENST00000319294.11,1.0,1,basic|appris_principal_1|CCDS,4.0,4.0,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,appris_principal_1,appris_principal_1,,,not_main_5_prime,main,301.0,0.0,1,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,4.0,4.0
939,chr21,42416611,42418433,+,42416611,42418433,clu_1863,clu_1893,42416611,42418400,0,33,0,33,+,cryptic_threeprime,UBASH3A,ENSG00000156273.16,.,0.0,1,basic|appris_principal_1|CCDS,5.0,5.0,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,appris_principal_1,appris_principal_1,,,main,not_main_3_prime,0.0,33.0,1,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,5.0,5.0
956,chr21,42413222,42416441,+,42413222,42416441,clu_1861,clu_1891,42413222,42416441,0,0,0,0,+,annotated,UBASH3A,ENSG00000166979.13,ENST00000291535.11+ENST00000319294.11+ENST00000398367.1,1.0,1,basic|appris_principal_1|CCDS,4.0,4.0,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,appris_principal_1,appris_principal_1,,,main,main,0.0,0.0,1,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,4.0,4.0
1017,chr21,42437580,42442451,+,42437580,42442451,clu_1870,clu_1902,42437580,42442451,0,0,0,0,+,annotated,UBASH3A,ENSG00000243927.6,ENST00000291535.11+ENST00000319294.11+ENST00000398367.1,1.0,1,basic|appris_principal_1|CCDS,10.0,10.0,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,appris_principal_1,appris_principal_1,,,main,main,0.0,0.0,1,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,10.0,10.0
1129,chr21,42442596,42443153,+,42442596,42443153,clu_1873,clu_1903,42442596,42443311,0,-158,0,-158,+,cryptic_threeprime,UBASH3A,ENSG00000160218.13,.,0.0,1,basic|appris_principal_1|CCDS,11.0,11.0,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,appris_principal_1,appris_principal_1,,,main,not_main_3_prime,0.0,-158.0,1,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,11.0,11.0
1161,chr21,42444634,42447056,+,42444634,42447056,clu_1875,clu_1907,42444643,42447056,-9,0,-9,0,+,cryptic_fiveprime,UBASH3A,ENSG00000156256.15,.,,1,basic|appris_principal_1|CCDS,13.0,13.0,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,appris_principal_1,appris_principal_1,,,not_main_5_prime,main,-9.0,0.0,1,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,13.0,13.0
1170,chr21,42406361,42413023,+,42406361,42413023,clu_1858,clu_1888,42406361,42413023,0,0,0,0,+,novel annotated pair,UBASH3A,ENSG00000156273.16,ENST00000291535.11+ENST00000319294.11+ENST00000398367.1,1.0,1,basic|appris_principal_1|CCDS,2.0,3.0,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,appris_principal_1,appris_principal_1,,,main,main,0.0,0.0,1,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,2.0,3.0
1190,chr21,42413523,42418400,+,42413523,42418400,clu_1862,clu_1892,42413523,42418400,0,0,0,0,+,novel annotated pair,UBASH3A,ENSG00000182362.14,ENST00000319294.11,1.0,1,basic|appris_principal_1|CCDS,4.0,5.0,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,appris_principal_1,appris_principal_1,,,not_main_5_prime,main,301.0,0.0,1,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,4.0,5.0
1204,chr21,42413222,42413409,+,42413222,42413409,clu_1861,clu_1889,42413222,42413409,0,0,0,0,+,annotated,UBASH3A,ENSG00000159228.13,ENST00000319294.11,0.33,1,basic|appris_principal_1|CCDS,4.0,3.0,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,appris_principal_1,appris_principal_1,,,main,not_main_3_prime,0.0,386.0,1,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,4.0,3.0
1245,chr21,42406365,42447035,+,42406365,42447035,clu_1859,clu_1906,42406361,42447056,4,-21,4,-21,+,cryptic_unanchored,UBASH3A,ENSG00000159256.13,,1.0,1,basic|appris_principal_1|CCDS,2.0,13.0,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,appris_principal_1,appris_principal_1,,,not_main_5_prime,not_main_3_prime,4.0,-21.0,1,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,2.0,13.0
1390,chr21,42445819,42447056,+,42445819,42447056,clu_1878,clu_1907,42444643,42447056,1176,0,1176,0,+,cryptic_fiveprime,UBASH3A,ENSG00000157540.21,.,,1,basic|appris_principal_1|CCDS,13.0,13.0,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,appris_principal_1,appris_principal_1,,,not_main_5_prime,main,1176.0,0.0,1,basic|appris_principal_1|CCDS,basic|appris_principal_1|CCDS,13.0,13.0
