"chr" "start" "end" "strand" "five_prime" "three_prime" "five_prime_ID" "three_prime_ID" "intron_junction" "obs.wt" "obs.mut" "total.reads.per.junction" "pvalue" "three.log.odds.ratio" "three.mut.cluster.cov" "three.wt.cluster.cov" "strand_1" "clusterID_5p" "clusterID_3p" "start_match" "end_match" "start_diff" "end_diff" "fivep_diff" "threep_diff" "verdict" "gene" "ensemblID" "transcripts" "constitutive.score" "numTags" "tags" "relStart" "relEnd" "relStartTag" "relEndTag" "relStartTagClass" "relEndTagClass" "relStartTagAlt" "relEndTagAlt" "startClass" "endClass" "startDistance" "endDistance" "numTags_skipping" "tags_skipping" "curTag_skipping" "relStartExon_skipping" "relEndExon_skipping" "fivep_class" "threep_class" "fivep_distance" "threep_distance" "wt.psi" "mut.psi" "dPSI"
"337" "chr21" 46318961 46322638 "-" 46322638 46318961 "clu_2763" "clu_2771" "chr21:46318961:46322638:-" 0 5 5 NA Inf 14 1 "-" "clu_2763" "clu_2771" 46318220 46322638 741 0 0 -741 "cryptic_threeprime" "C21orf58" "ENSG00000183527.11" "." 0 1 "basic|appris_principal_3|CCDS" 1 1 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" "appris_principal_3" "appris_principal_3" "" "" "not_main_3_prime" "main" 741 0 1 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" 1 1 "main" "not_main_3_prime" 0 -741 0 35.7142857142857 35.7142857142857
"338" "chr21" 5125992 5128213 "-" 5128213 5125992 "clu_2925" "clu_2950" "chr21:5125992:5128213:-" 2 9 11 0.380676193238068 -0.827670144906763 2027 198 "-" "clu_2925" "clu_2950" 5125992 5128213 0 0 0 0 "novel annotated pair" "GATD3B" "ENSG00000157538.14" "ENST00000620528.4+ENST00000624120.3" 1 1 "non_canonical_U12|basic|appris_principal_1|CCDS" 2 1 "non_canonical_U12|basic|appris_principal_1|CCDS" "non_canonical_U12|basic|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "main" "main" 0 0 1 "non_canonical_U12|basic|appris_principal_1|CCDS" "non_canonical_U12|basic|appris_principal_1|CCDS" 2 1 "main" "main" 0 0 1.01010101010101 0.444005920078934 -0.566095090022076
"339" "chr21" 46317348 46318011 "-" 46318011 46317348 "clu_2756" "clu_2769" "chr21:46317348:46318011:-" 0 9 9 NA Inf 30 1 "-" "clu_2756" "clu_2769" 46317348 46318011 0 0 0 0 "annotated" "C21orf58" "ENSG00000241837.7" "ENST00000397679.5+ENST00000397682.7+ENST00000397683.5" 0.6 1 "basic|appris_principal_3|CCDS" 2 2 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" "appris_principal_3" "appris_principal_3" "" "" "not_main_3_prime" "main" 80 0 1 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" 2 2 "main" "not_main_3_prime" 0 -80 0 30 30
"340" "chr21" 5127203 5127897 "-" 5127897 5127203 "clu_2920" "clu_2951" "chr21:5127203:5127897:-" 0 6 6 0.337086629133709 Inf 2060 198 "-" "clu_2920" "clu_2951" 5127950 5127897 -747 0 0 747 "cryptic_threeprime" "GATD3B" "ENSG00000198862.14" "." 0 1 "non_canonical_U12|basic|appris_principal_1|CCDS" 1 2 "non_canonical_U12|basic|appris_principal_1|CCDS" "non_canonical_U12|basic|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "not_main_3_prime" "main" -747 0 1 "non_canonical_U12|basic|appris_principal_1|CCDS" "non_canonical_U12|basic|appris_principal_1|CCDS" 1 2 "main" "not_main_3_prime" 0 747 0 0.29126213592233 0.29126213592233
"341" "chr21" 5142686 5143221 "-" 5143221 5142686 "clu_2948" "clu_2978" "chr21:5142686:5143221:-" 1 4 5 NA -1.88454120267902 83 4 "-" "clu_2948" "clu_2978" 5142668 5143221 18 0 0 -18 "cryptic_threeprime" "FP565260.1" "ENSG00000154719.13" "." 0 1 "basic|appris_principal_1" 9 9 "basic|appris_principal_1" "basic|appris_principal_1" "appris_principal_1" "appris_principal_1" "" "" "not_main_3_prime" "main" 18 0 1 "basic|appris_principal_1" "basic|appris_principal_1" 9 9 "main" "not_main_3_prime" 0 -18 25 4.81927710843374 -20.1807228915663
"342" "chr21" 46317268 46318011 "-" 46318011 46317268 "clu_2756" "clu_2768" "chr21:46317268:46318011:-" 1 21 22 NA -Inf 30 1 "-" "clu_2756" "clu_2768" 46317268 46318011 0 0 0 0 "annotated" "C21orf58" "ENSG00000241837.7" "ENST00000291691.11+ENST00000397680.5" 0.4 1 "basic|appris_principal_3|CCDS" 2 2 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" "appris_principal_3" "appris_principal_3" "" "" "main" "main" 0 0 1 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" 2 2 "main" "main" 0 0 100 70 -30
"343" "chr21" 5118847 5124755 "-" 5124755 5118847 "clu_2913" "clu_2928" "chr21:5118847:5124755:-" 5 60 65 0.758012419875801 0.128805603453847 2075 196 "-" "clu_2913" "clu_2928" 5118847 5124755 0 0 0 0 "annotated" "GATD3B" "ENSG00000198862.14" "ENST00000623476.2+ENST00000620015.4+ENST00000620528.4+ENST00000624120.3" 1 1 "non_canonical_U12|basic|appris_principal_1|CCDS" 5 4 "non_canonical_U12|basic|appris_principal_1|CCDS" "non_canonical_U12|basic|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "main" "main" 0 0 1 "non_canonical_U12|basic|appris_principal_1|CCDS" "non_canonical_U12|basic|appris_principal_1|CCDS" 5 4 "main" "main" 0 0 2.55102040816327 2.89156626506024 0.340545856896976
"344" "chr21" 5118847 5121710 "-" 5121710 5118847 "clu_2907" "clu_2928" "chr21:5118847:5121710:-" 168 1800 1968 0.193158068419316 0.326821980789051 1970 190 "-" "clu_2907" "clu_2928" 5118847 5121710 0 0 0 0 "annotated" "GATD3B" "ENSG00000186866.16" "ENST00000623476.2+ENST00000620015.4+ENST00000620528.4" 1 1 "non_canonical_U12|basic|appris_principal_1|CCDS" 5 5 "non_canonical_U12|basic|appris_principal_1|CCDS" "non_canonical_U12|basic|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "main" "main" 0 0 1 "non_canonical_U12|basic|appris_principal_1|CCDS" "non_canonical_U12|basic|appris_principal_1|CCDS" 5 5 "main" "main" 0 0 88.4210526315789 91.3705583756345 2.94950574405557
"345" "chr21" 5125992 5127897 "-" 5127897 5125992 "clu_2920" "clu_2950" "chr21:5125992:5127897:-" 198 2054 2252 0.337086629133709 -Inf 2060 198 "-" "clu_2920" "clu_2950" 5125992 5127897 0 0 0 0 "annotated" "GATD3B" "ENSG00000198862.14" "ENST00000620528.4+ENST00000624120.3" 1 1 "non_canonical_U12|basic|appris_principal_1|CCDS" 2 2 "non_canonical_U12|basic|appris_principal_1|CCDS" "non_canonical_U12|basic|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "main" "main" 0 0 1 "non_canonical_U12|basic|appris_principal_1|CCDS" "non_canonical_U12|basic|appris_principal_1|CCDS" 2 2 "main" "main" 0 0 100 99.7087378640777 -0.291262135922338
"346" "chr21" 5121207 5121710 "-" 5121710 5121207 "clu_2907" "clu_2938" "chr21:5121207:5121710:-" 1 13 14 0.905670943290567 0.227528405125103 1970 190 "-" "clu_2907" "clu_2938" 5121803 5121710 -596 0 0 596 "cryptic_threeprime" "GATD3B" "ENSG00000159082.17" "." 0 1 "non_canonical_U12|basic|appris_principal_1|CCDS" 4 5 "non_canonical_U12|basic|appris_principal_1|CCDS" "non_canonical_U12|basic|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "not_main_3_prime" "main" -596 0 1 "non_canonical_U12|basic|appris_principal_1|CCDS" "non_canonical_U12|basic|appris_principal_1|CCDS" 4 5 "main" "not_main_3_prime" 0 596 0.526315789473684 0.65989847715736 0.133582687683676
"347" "chr21" 6492197 6495992 "-" 6495992 6492197 "clu_3007" "clu_3030" "chr21:6492197:6495992:-" 2 17 19 NA -0.424883193965266 30 3 "-" "clu_3007" "clu_3030" 6492197 6495992 0 0 0 0 "annotated" "U2AF1L5" "ENSG00000156253.7" "ENST00000610664.5+ENST00000623375.3+ENST00000639996.1" 0.75 1 "basic|MANE_Select|appris_principal_5|CCDS" 2 2 "basic|MANE_Select|appris_principal_5|CCDS" "basic|MANE_Select|appris_principal_5|CCDS" "appris_principal_5" "appris_principal_5" "" "" "main" "main" 0 0 1 "basic|MANE_Select|appris_principal_5|CCDS" "basic|MANE_Select|appris_principal_5|CCDS" 2 2 "main" "main" 0 0 66.6666666666667 56.6666666666667 -9.99999999999999
"348" "chr21" 25735030 25735486 "-" 25735486 25735030 "clu_273" "clu_282" "chr21:25735030:25735486:-" 0 5 5 0.452015479845202 Inf 131 23 "-" "clu_273" "clu_282" 25735070 25735486 -40 0 0 40 "cryptic_threeprime" "ATP5PF" "ENSG00000205758.12" "." 0 2 "basic|appris_principal_3|CCDS, alternative_5_UTR|basic|appris_principal_3|CCDS" 13 7 "alternative_5_UTR|basic|appris_principal_3|CCDS" "alternative_5_UTR|basic|appris_principal_3|CCDS" "appris_principal_3" "appris_principal_3" "alternative_5_UTR" "alternative_5_UTR" "not_main_3_prime" "main" 655 0 1 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" 1 1 "main" "not_main_3_prime" 0 -655 0 3.81679389312977 3.81679389312977
"349" "chr21" 25735389 25735486 "-" 25735486 25735389 "clu_273" "clu_283" "chr21:25735389:25735486:-" 0 6 6 0.459655403445966 Inf 131 23 "-" "clu_273" "clu_283" 25735578 25735486 -189 0 0 189 "cryptic_threeprime" "ATP5PF" "ENSG00000173276.14" "." 0 2 "basic|appris_principal_3|CCDS, alternative_5_UTR|basic|appris_principal_3|CCDS" 13 7 "alternative_5_UTR|basic|appris_principal_3|CCDS" "alternative_5_UTR|basic|appris_principal_3|CCDS" "appris_principal_3" "appris_principal_3" "alternative_5_UTR" "alternative_5_UTR" "not_main_3_prime" "main" 1014 0 1 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" 1 1 "main" "not_main_3_prime" 0 -1014 0 4.58015267175572 4.58015267175572
"350" "chr21" 46314880 46315473 "-" 46315473 46314880 "clu_2753" "clu_2763" "chr21:46314880:46315473:-" 0 19 19 NA Inf 44 2 "-" "clu_2753" "clu_2763" 46314880 46315473 0 0 0 0 "annotated" "C21orf58" "ENSG00000142207.7" "ENST00000291691.11" 0.2 1 "basic|appris_principal_3|CCDS" 4 4 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" "appris_principal_3" "appris_principal_3" "" "" "main" "main" 0 0 1 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" 4 4 "main" "main" 0 0 0 43.1818181818182 43.1818181818182
"351" "chr21" 46318220 46322638 "-" 46322638 46318220 "clu_2763" "clu_2770" "chr21:46318220:46322638:-" 1 9 10 NA -Inf 14 1 "-" "clu_2763" "clu_2770" 46318220 46322638 0 0 0 0 "annotated" "C21orf58" "ENSG00000185917.13" "ENST00000291691.11+ENST00000397682.7" 1 1 "basic|appris_principal_3|CCDS" 1 1 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" "appris_principal_3" "appris_principal_3" "" "" "main" "main" 0 0 1 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" 1 1 "main" "main" 0 0 100 64.2857142857143 -35.7142857142857
"352" "chr21" 5121803 5124755 "-" 5124755 5121803 "clu_2913" "clu_2941" "chr21:5121803:5124755:-" 191 2015 2206 0.758012419875801 -0.128805603453847 2075 196 "-" "clu_2913" "clu_2941" 5121803 5124755 0 0 0 0 "annotated" "GATD3B" "ENSG00000198862.14" "ENST00000623476.2+ENST00000620015.4+ENST00000620528.4" 0.75 1 "non_canonical_U12|basic|appris_principal_1|CCDS" 4 4 "non_canonical_U12|basic|appris_principal_1|CCDS" "non_canonical_U12|basic|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "main" "main" 0 0 1 "non_canonical_U12|basic|appris_principal_1|CCDS" "non_canonical_U12|basic|appris_principal_1|CCDS" 4 4 "main" "main" 0 0 97.4489795918367 97.1084337349398 -0.340545856896981
"353" "chr21" 46236894 46240810 "-" 46240810 46236894 "clu_2694" "clu_2690" "chr21:46236894:46240810:-" 0 10 10 0.298087019129809 Inf 138 13 "-" "clu_2694" "clu_2690" 46236979 46240810 -85 0 0 85 "cryptic_threeprime" "MCM3AP" "." "." 0 2 "basic|appris_principal_1|CCDS, basic|MANE_Select|appris_principal_1|CCDS" 54 54 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "not_main_3_prime" "main" -85 0 2 "basic|appris_principal_1|CCDS, basic|MANE_Select|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" 27 27 "main" "not_main_3_prime" 0 85 0 7.2463768115942 7.2463768115942
"354" "chr21" 46236979 46240810 "-" 46240810 46236979 "clu_2694" "clu_2691" "chr21:46236979:46240810:-" 13 128 141 0.298087019129809 -Inf 138 13 "-" "clu_2694" "clu_2691" 46236979 46240810 0 0 0 0 "annotated" "MCM3AP" "." "ENST00000291688.6+ENST00000397708.1" 1 2 "basic|appris_principal_1|CCDS, basic|MANE_Select|appris_principal_1|CCDS" 54 54 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "main" "main" 0 0 2 "basic|appris_principal_1|CCDS, basic|MANE_Select|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" 27 27 "main" "main" 0 0 100 92.7536231884058 -7.2463768115942
"355" "chr21" 5120889 5121710 "-" 5121710 5120889 "clu_2907" "clu_2934" "chr21:5120889:5121710:-" 8 58 66 0.378546214537855 -0.370896937667968 1970 190 "-" "clu_2907" "clu_2934" 5121803 5121710 -914 0 0 914 "cryptic_threeprime" "GATD3B" "ENSG00000160298.17" "." 0 1 "non_canonical_U12|basic|appris_principal_1|CCDS" 4 5 "non_canonical_U12|basic|appris_principal_1|CCDS" "non_canonical_U12|basic|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "not_main_3_prime" "main" -914 0 1 "non_canonical_U12|basic|appris_principal_1|CCDS" "non_canonical_U12|basic|appris_principal_1|CCDS" 4 5 "main" "not_main_3_prime" 0 914 4.21052631578947 2.94416243654822 -1.26636387924125
"356" "chr21" 6493110 6495992 "-" 6495992 6493110 "clu_3007" "clu_3031" "chr21:6493110:6495992:-" 1 13 14 NA 0.424883193965266 30 3 "-" "clu_3007" "clu_3031" 6493110 6495992 0 0 0 0 "annotated" "U2AF1L5" "ENSG00000198862.14" "ENST00000619610.2+ENST00000639996.1" 0.5 1 "basic|MANE_Select|appris_principal_5|CCDS" 2 2 "basic|MANE_Select|appris_principal_5|CCDS" "basic|MANE_Select|appris_principal_5|CCDS" "appris_principal_5" "appris_principal_5" "" "" "not_main_3_prime" "main" 913 0 1 "basic|MANE_Select|appris_principal_5|CCDS" "basic|MANE_Select|appris_principal_5|CCDS" 2 2 "main" "not_main_3_prime" 0 -913 33.3333333333333 43.3333333333333 10
"357" "chr21" 5120854 5121710 "-" 5121710 5120854 "clu_2907" "clu_2933" "chr21:5120854:5121710:-" 2 7 9 0.399826001739983 -1.09302426295114 1970 190 "-" "clu_2907" "clu_2933" 5121803 5121710 -949 0 0 949 "cryptic_threeprime" "GATD3B" "ENSG00000142207.7" "." 0 1 "non_canonical_U12|basic|appris_principal_1|CCDS" 4 5 "non_canonical_U12|basic|appris_principal_1|CCDS" "non_canonical_U12|basic|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "not_main_3_prime" "main" -949 0 1 "non_canonical_U12|basic|appris_principal_1|CCDS" "non_canonical_U12|basic|appris_principal_1|CCDS" 4 5 "main" "not_main_3_prime" 0 949 1.05263157894737 0.355329949238579 -0.69730162970879
"358" "chr21" 46315049 46315473 "-" 46315473 46315049 "clu_2753" "clu_2764" "chr21:46315049:46315473:-" 2 25 27 NA -Inf 44 2 "-" "clu_2753" "clu_2764" 46315049 46315473 0 0 0 0 "annotated" "C21orf58" "ENSG00000205758.12" "ENST00000397679.5+ENST00000397680.5+ENST00000397682.7+ENST00000397683.5" 0.8 1 "basic|appris_principal_3|CCDS" 4 4 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" "appris_principal_3" "appris_principal_3" "" "" "not_main_3_prime" "main" 169 0 1 "basic|appris_principal_3|CCDS" "basic|appris_principal_3|CCDS" 4 4 "main" "not_main_3_prime" 0 -169 100 56.8181818181818 -43.1818181818182
"359" "chr21" 5116481 5121710 "-" 5121710 5116481 "clu_2907" "clu_2915" "chr21:5116481:5121710:-" 1 4 5 0.572164278357217 -0.955714924527579 1970 190 "-" "clu_2907" "clu_2915" 5117231 5121710 -750 0 0 750 "cryptic_threeprime" "GATD3B" "ENSG00000157578.13" "." 0 1 "non_canonical_U12|basic|appris_principal_1|CCDS" 6 5 "non_canonical_U12|basic|appris_principal_1|CCDS" "non_canonical_U12|basic|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "not_main_3_prime" "main" -750 0 1 "non_canonical_U12|basic|appris_principal_1|CCDS" "non_canonical_U12|basic|appris_principal_1|CCDS" 6 5 "main" "not_main_3_prime" 0 750 0.526315789473684 0.203045685279188 -0.323270104194496
"360" "chr21" 29024777 29025708 "+" 29024777 29025708 "clu_413" "clu_417" "chr21:29024777:29025708:+" 1 4 5 0.675363246367536 -1.09056719298328 623 53 "+" "clu_413" "clu_417" 29024777 29025708 0 0 0 0 "annotated" "USP16" "ENSG00000156256.15" "ENST00000334352.8" 0.33 2 "basic|MANE_Select|appris_principal_3|CCDS, alternative_5_UTR|basic|appris_principal_3|CCDS" 19 1 "basic|MANE_Select|appris_principal_3|CCDS" "alternative_5_UTR|basic|appris_principal_3|CCDS" "appris_principal_3" "appris_principal_3" "" "alternative_5_UTR" "main" "main" 0 0 1 "basic|MANE_Select|appris_principal_3|CCDS" "basic|MANE_Select|appris_principal_3|CCDS" 1 1 "main" "main" 0 0 1.88679245283019 0.642054574638844 -1.24473787819134
"361" "chr21" 29043599 29047227 "+" 29043599 29047227 "clu_450" "clu_445" "chr21:29043599:29047227:+" 0 5 5 NA Inf 72 2 "+" "clu_450" "clu_445" 29043599 29046666 0 561 0 561 "cryptic_threeprime" "USP16" "ENSG00000205726.15" "." 0 2 "basic|MANE_Select|appris_principal_3|CCDS, alternative_5_UTR|basic|appris_principal_3|CCDS" 31 31 "basic|MANE_Select|appris_principal_3|CCDS" "basic|MANE_Select|appris_principal_3|CCDS" "appris_principal_3" "appris_principal_3" "" "" "main" "not_main_3_prime" 0 561 1 "basic|MANE_Select|appris_principal_3|CCDS" "basic|MANE_Select|appris_principal_3|CCDS" 13 13 "main" "not_main_3_prime" 0 561 0 6.94444444444444 6.94444444444444
"362" "chr21" 29027974 29030594 "+" 29027974 29030594 "clu_426" "clu_422" "chr21:29027974:29030594:+" 58 655 713 0.435625643743563 -Inf 662 58 "+" "clu_426" "clu_422" 29027974 29030594 0 0 0 0 "annotated" "USP16" "ENSG00000160214.12" "ENST00000334352.8+ENST00000399975.7+ENST00000399976.7" 1 2 "basic|MANE_Select|appris_principal_3|CCDS, alternative_5_UTR|basic|appris_principal_3|CCDS" 20 20 "basic|MANE_Select|appris_principal_3|CCDS" "basic|MANE_Select|appris_principal_3|CCDS" "appris_principal_3" "appris_principal_3" "" "" "main" "main" 0 0 1 "basic|MANE_Select|appris_principal_3|CCDS" "basic|MANE_Select|appris_principal_3|CCDS" 2 2 "main" "main" 0 0 100 98.9425981873112 -1.05740181268882
"363" "chr21" 14084144 14143508 "+" 14084144 14143508 "clu_4" "clu_15" "chr21:14084144:14143508:+" 1 8 9 NA 0.287682072451781 38 6 "+" "clu_4" "clu_15" 14084144 14143508 0 0 0 0 "annotated" "AP001347.1" "ENSG00000243927.6" "ENST00000428809.5" 0.5 0 "" NA NA "" "" "" "" "" "" "" "" NA NA 0 "" "" NA NA "" "" NA NA 16.6666666666667 21.0526315789474 4.3859649122807
"364" "chr21" 29036374 29037275 "+" 29036374 29037275 "clu_433" "clu_427" "chr21:29036374:29037275:+" 15 267 282 0.054209457905421 0.542421999555714 505 38 "+" "clu_433" "clu_427" 29036374 29037275 0 0 0 0 "annotated" "USP16" "ENSG00000237484.6" "ENST00000334352.8+ENST00000399976.7" 0.67 2 "basic|MANE_Select|appris_principal_3|CCDS, alternative_5_UTR|basic|appris_principal_3|CCDS" 23 23 "basic|MANE_Select|appris_principal_3|CCDS" "basic|MANE_Select|appris_principal_3|CCDS" "appris_principal_3" "appris_principal_3" "" "" "main" "main" 0 0 1 "basic|MANE_Select|appris_principal_3|CCDS" "basic|MANE_Select|appris_principal_3|CCDS" 5 5 "main" "main" 0 0 39.4736842105263 52.8712871287129 13.3976029181866
"365" "chr21" 29024777 29026566 "+" 29024777 29026566 "clu_413" "clu_418" "chr21:29024777:29026566:+" 2 6 8 0.284147158528415 -1.39443110251295 623 53 "+" "clu_413" "clu_418" 29024777 29025708 0 858 0 858 "cryptic_threeprime" "USP16" "ENSG00000156256.15" "." 0 2 "basic|MANE_Select|appris_principal_3|CCDS, alternative_5_UTR|basic|appris_principal_3|CCDS" 19 1 "basic|MANE_Select|appris_principal_3|CCDS" "alternative_5_UTR|basic|appris_principal_3|CCDS" "appris_principal_3" "appris_principal_3" "" "alternative_5_UTR" "main" "not_main_3_prime" 0 858 1 "basic|MANE_Select|appris_principal_3|CCDS" "basic|MANE_Select|appris_principal_3|CCDS" 1 1 "main" "not_main_3_prime" 0 858 3.77358490566038 0.963081861958266 -2.81050304370211
"366" "chr21" 29024777 29027872 "+" 29024777 29027872 "clu_413" "clu_419" "chr21:29024777:29027872:+" 50 613 663 0.125578744212558 1.30236912618213 623 53 "+" "clu_413" "clu_419" 29024777 29027872 0 0 0 0 "annotated" "USP16" "ENSG00000156256.15" "ENST00000334352.8+ENST00000399975.7+ENST00000399976.7" 1 2 "basic|MANE_Select|appris_principal_3|CCDS, alternative_5_UTR|basic|appris_principal_3|CCDS" 19 19 "basic|MANE_Select|appris_principal_3|CCDS" "basic|MANE_Select|appris_principal_3|CCDS" "appris_principal_3" "appris_principal_3" "" "" "main" "main" 0 0 1 "basic|MANE_Select|appris_principal_3|CCDS" "basic|MANE_Select|appris_principal_3|CCDS" 1 1 "main" "main" 0 0 94.3396226415094 98.3948635634029 4.05524092189346
"367" "chr21" 14084144 14088608 "+" 14084144 14088608 "clu_4" "clu_6" "chr21:14084144:14088608:+" 5 30 35 NA -0.287682072451781 38 6 "+" "clu_4" "clu_6" 14084144 14088608 0 0 0 0 "annotated" "AP001347.1" "ENSG00000160185.15" "ENST00000448463.2" 0.5 0 "" NA NA "" "" "" "" "" "" "" "" NA NA 0 "" "" NA NA "" "" NA NA 83.3333333333333 78.9473684210526 -4.38596491228071
"368" "chr21" 29036374 29037278 "+" 29036374 29037278 "clu_433" "clu_428" "chr21:29036374:29037278:+" 23 238 261 0.054209457905421 -0.542421999555715 505 38 "+" "clu_433" "clu_428" 29036374 29037278 0 0 0 0 "annotated" "USP16" "ENSG00000237484.6" "ENST00000399975.7" 0.33 2 "basic|MANE_Select|appris_principal_3|CCDS, alternative_5_UTR|basic|appris_principal_3|CCDS" 23 23 "basic|MANE_Select|appris_principal_3|CCDS" "basic|MANE_Select|appris_principal_3|CCDS" "appris_principal_3" "appris_principal_3" "" "" "main" "not_main_3_prime" 0 3 1 "basic|MANE_Select|appris_principal_3|CCDS" "basic|MANE_Select|appris_principal_3|CCDS" 5 5 "main" "not_main_3_prime" 0 3 60.5263157894737 47.1287128712871 -13.3976029181866
"369" "chr21" 29027974 29030143 "+" 29027974 29030143 "clu_426" "clu_421" "chr21:29027974:29030143:+" 0 7 7 0.435625643743563 Inf 662 58 "+" "clu_426" "clu_421" 29027974 29030594 0 -451 0 -451 "cryptic_threeprime" "USP16" "ENSG00000142168.14" "." 0 2 "basic|MANE_Select|appris_principal_3|CCDS, alternative_5_UTR|basic|appris_principal_3|CCDS" 20 20 "basic|MANE_Select|appris_principal_3|CCDS" "basic|MANE_Select|appris_principal_3|CCDS" "appris_principal_3" "appris_principal_3" "" "" "main" "not_main_3_prime" 0 -451 1 "basic|MANE_Select|appris_principal_3|CCDS" "basic|MANE_Select|appris_principal_3|CCDS" 2 2 "main" "not_main_3_prime" 0 -451 0 1.05740181268882 1.05740181268882
"370" "chr21" 29043599 29046666 "+" 29043599 29046666 "clu_450" "clu_443" "chr21:29043599:29046666:+" 2 67 69 NA -Inf 72 2 "+" "clu_450" "clu_443" 29043599 29046666 0 0 0 0 "annotated" "USP16" "ENSG00000155313.15" "ENST00000334352.8+ENST00000399975.7+ENST00000399976.7" 1 2 "basic|MANE_Select|appris_principal_3|CCDS, alternative_5_UTR|basic|appris_principal_3|CCDS" 31 31 "basic|MANE_Select|appris_principal_3|CCDS" "basic|MANE_Select|appris_principal_3|CCDS" "appris_principal_3" "appris_principal_3" "" "" "main" "main" 0 0 1 "basic|MANE_Select|appris_principal_3|CCDS" "basic|MANE_Select|appris_principal_3|CCDS" 13 13 "main" "main" 0 0 100 93.0555555555556 -6.94444444444444
"371" "chr21" 29062415 29062489 "-" 29062489 29062415 "clu_486" "clu_508" "chr21:29062415:29062489:-" 646 7586 8232 0.650293497065029 -Inf 7591 646 "-" "clu_486" "clu_508" 29062415 29062489 0 0 0 0 "annotated" "CCT8" "ENSG00000160201.11" "ENST00000286788.9+ENST00000540844.5+ENST00000626972.2" 1 1 "basic|MANE_Select|appris_principal_1|CCDS" 9 9 "basic|MANE_Select|appris_principal_1|CCDS" "basic|MANE_Select|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "main" "main" 0 0 1 "basic|MANE_Select|appris_principal_1|CCDS" "basic|MANE_Select|appris_principal_1|CCDS" 9 9 "main" "main" 0 0 100 99.934132525359 -0.0658674746410242
"372" "chr21" 29008307 29008394 "-" 29008394 29008307 "clu_405" "clu_408" "chr21:29008307:29008394:-" 6 142 148 0.037569624303757 1.12099369086424 196 13 "-" "clu_405" "clu_408" 29008307 29008394 0 0 0 0 "annotated" "RWDD2B" "ENSG00000159082.17" "ENST00000493196.2" 1 1 "basic|MANE_Select|appris_principal_1|CCDS" 2 2 "basic|MANE_Select|appris_principal_1|CCDS" "basic|MANE_Select|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "main" "main" 0 0 1 "basic|MANE_Select|appris_principal_1|CCDS" "basic|MANE_Select|appris_principal_1|CCDS" 2 2 "main" "main" 0 0 46.1538461538462 72.4489795918367 26.2951334379906
"373" "chr21" 28986228 28986726 "-" 28986726 28986228 "clu_384" "clu_398" "chr21:28986228:28986726:-" 0 14 14 NA Inf 61 2 "-" "clu_384" "clu_398" 28986237 28986730 -9 -4 4 9 "cryptic_unanchored" "LTN1" "ENSG00000198862.14" "" 1 1 "basic|appris_principal_2|CCDS" 2 2 "basic|appris_principal_2|CCDS" "basic|appris_principal_2|CCDS" "appris_principal_2" "appris_principal_2" "" "" "not_main_3_prime" "not_main_5_prime" -9 -4 1 "basic|appris_principal_2|CCDS" "basic|appris_principal_2|CCDS" 2 2 "not_main_5_prime" "not_main_3_prime" 4 9 0 22.9508196721311 22.9508196721311
